Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,Dist,BldgCode,Address,Zip,City,Type,Address,Lat,Lon
P.S. 044 Marcus Garvey,Dist: 13<br>BldgCode: K044<br>Address: 432 MONROE STREET<br>Zip: 11221<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,13,K044,432 MONROE STREET,11221,Brooklyn,Feeding Site,"432 MONROE STREET Brooklyn, NY 11221",40.6862883,-73.940896
P.S. 067 Charles A. Dorsey,Dist: 13<br>BldgCode: K067<br>Address: 51 SAINT EDWARDS STREET<br>Zip: 11205<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,13,K067,51 SAINT EDWARDS STREET,11205,Brooklyn,Feeding Site,"51 SAINT EDWARDS STREET Brooklyn, NY 11205",40.6950519,-73.977811
M.S. 113 Ronald Edmonds Learning Cen,Dist: 13<br>BldgCode: K113<br>Address: 300 ADELPHI STREET<br>Zip: 11205<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,13,K113,300 ADELPHI STREET,11205,Brooklyn,Feeding Site,"300 ADELPHI STREET Brooklyn, NY 11205",40.6885037,-73.9713999
P.S. 256 Benjamin Banneker,Dist: 13<br>BldgCode: K256<br>Address: 114 KOSCIUSZKO STREET<br>Zip: 11216<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,13,K256,114 KOSCIUSZKO STREET,11216,Brooklyn,Feeding Site,"114 KOSCIUSZKO STREET Brooklyn, NY 11216",40.6905691,-73.9498049
P.S. 017 Henry D. Woodworth,Dist: 14<br>BldgCode: K017<br>Address: 208 NORTH  5 STREET<br>Zip: 11211<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,14,K017,208 NORTH  5 STREET,11211,Brooklyn,Feeding Site,"208 NORTH  5 STREET Brooklyn, NY 11211",40.715217,-73.9569941
P.S. 018 Edward Bush,Dist: 14<br>BldgCode: K018<br>Address: 101 MAUJER STREET<br>Zip: 11206<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,14,K018,101 MAUJER STREET,11206,Brooklyn,Feeding Site,"101 MAUJER STREET Brooklyn, NY 11206",40.7108288,-73.9469101
P.S. 031 Samuel F. Dupont,Dist: 14<br>BldgCode: K031<br>Address: 75 MESEROLE AVENUE<br>Zip: 11222<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,14,K031,75 MESEROLE AVENUE,11222,Brooklyn,Feeding Site,"75 MESEROLE AVENUE Brooklyn, NY 11222",40.7268745,-73.9541245
Williamsburg High School for Art and Technology,Dist: 14<br>BldgCode: K049<br>Address: 223 GRAHAM AVENUE<br>Zip: 11206<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,14,K049,223 GRAHAM AVENUE,11206,Brooklyn,Feeding Site,"223 GRAHAM AVENUE Brooklyn, NY 11206",40.709729,-73.9443861
J.H.S. 050 John D. Wells,Dist: 14<br>BldgCode: K050<br>Address: 183 SOUTH  3 STREET<br>Zip: 11211<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,14,K050,183 SOUTH  3 STREET,11211,Brooklyn,Feeding Site,"183 SOUTH  3 STREET Brooklyn, NY 11211",40.7117745,-73.9596149
P.S. 084 Jose De Diego,Dist: 14<br>BldgCode: K084<br>Address: 250 BERRY STREET<br>Zip: 11211<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,14,K084,250 BERRY STREET,11211,Brooklyn,Feeding Site,"250 BERRY STREET Brooklyn, NY 11211",40.7148137,-73.9633052
P.S. 120 Carlos Tapia,Dist: 14<br>BldgCode: K120<br>Address: 18 BEAVER STREET<br>Zip: 11206<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,14,K120,18 BEAVER STREET,11206,Brooklyn,Feeding Site,"18 BEAVER STREET Brooklyn, NY 11206",40.7007468,-73.9376826
P.S. 147 Isaac Remsen,Dist: 14<br>BldgCode: K147<br>Address: 325 BUSHWICK AVENUE<br>Zip: 11206<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,14,K147,325 BUSHWICK AVENUE,11206,Brooklyn,Feeding Site,"325 BUSHWICK AVENUE Brooklyn, NY 11206",40.7050566,-73.9386916
P.S. 157 Benjamin Franklin,Dist: 14<br>BldgCode: K157<br>Address: 850 KENT AVENUE<br>Zip: 11205<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,14,K157,850 KENT AVENUE,11205,Brooklyn,Feeding Site,"850 KENT AVENUE Brooklyn, NY 11205",40.6953729,-73.9599531
P.S. 196 Ten Eyck,Dist: 14<br>BldgCode: K196<br>Address: 207 BUSHWICK AVENUE<br>Zip: 11206<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,14,K196,207 BUSHWICK AVENUE,11206,Brooklyn,Feeding Site,"207 BUSHWICK AVENUE Brooklyn, NY 11206",40.708637,-73.9394264
P.S. 250 George H. Lindsay,Dist: 14<br>BldgCode: K250<br>Address: 108 MONTROSE AVENUE<br>Zip: 11206<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,14,K250,108 MONTROSE AVENUE,11206,Brooklyn,Feeding Site,"108 MONTROSE AVENUE Brooklyn, NY 11206",40.7068735,-73.9454882
P.S. 297 Abraham Stockton,Dist: 14<br>BldgCode: K297<br>Address: 700 PARK AVENUE<br>Zip: 11206<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,14,K297,700 PARK AVENUE,11206,Brooklyn,Feeding Site,"700 PARK AVENUE Brooklyn, NY 11206",40.6975513,-73.9477893
I.S. 318 Eugenio Maria De Hostos,Dist: 14<br>BldgCode: K318<br>Address: 101 WALTON STREET<br>Zip: 11206<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,14,K318,101 WALTON STREET,11206,Brooklyn,Feeding Site,"101 WALTON STREET Brooklyn, NY 11206",40.7031073,-73.9483354
P.S. 380 John Wayne Elementary,Dist: 14<br>BldgCode: K380<br>Address: 370 MARCY AVENUE<br>Zip: 11206<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,14,K380,370 MARCY AVENUE,11206,Brooklyn,Feeding Site,"370 MARCY AVENUE Brooklyn, NY 11206",40.7019979,-73.9535703
Brooklyn Arbor Elementary School,Dist: 14<br>BldgCode: K019<br>Address: 325 SOUTH  3 STREET<br>Zip: 11211<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,14,K019,325 SOUTH  3 STREET,11211,Brooklyn,Feeding Site,"325 SOUTH  3 STREET Brooklyn, NY 11211",40.7098922,-73.9547643
Automotive High School,Dist: 14<br>BldgCode: K610<br>Address: 50 BEDFORD AVENUE<br>Zip: 11222<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,14,K610,50 BEDFORD AVENUE,11222,Brooklyn,Feeding Site,"50 BEDFORD AVENUE Brooklyn, NY 11222",40.7220162,-73.9538965
P.S. 001 The Bergen,Dist: 15<br>BldgCode: K001<br>Address: 309 47 STREET<br>Zip: 11220<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,15,K001,309 47 STREET,11220,Brooklyn,Feeding Site,"309 47 STREET Brooklyn, NY 11220",40.6486563,-74.0112375
"Magnet School of Math, Science and D",Dist: 15<br>BldgCode: K010<br>Address: 511 7 AVENUE<br>Zip: 11215<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,15,K010,511 7 AVENUE,11215,Brooklyn,Feeding Site,"511 7 AVENUE Brooklyn, NY 11215",40.6609226,-73.9862168
P.S. 015 Patrick F. Daly,Dist: 15<br>BldgCode: K015<br>Address: 71 SULLIVAN STREET<br>Zip: 11231<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,15,K015,71 SULLIVAN STREET,11231,Brooklyn,Feeding Site,"71 SULLIVAN STREET Brooklyn, NY 11231",40.6773479,-74.0118236
P.S. 038 The Pacific,Dist: 15<br>BldgCode: K038<br>Address: 450 PACIFIC STREET<br>Zip: 11217<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,15,K038,450 PACIFIC STREET,11217,Brooklyn,Feeding Site,"450 PACIFIC STREET Brooklyn, NY 11217",40.6850381,-73.9829164
P.S. 094 The Henry Longfellow,Dist: 15<br>BldgCode: K094<br>Address: 5010 6 AVENUE<br>Zip: 11220<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,15,K094,5010 6 AVENUE,11220,Brooklyn,Feeding Site,"5010 6 AVENUE Brooklyn, NY 11220",40.6436519,-74.0086667
P.S. 124 Silas B. Dutcher,Dist: 15<br>BldgCode: K124<br>Address: 515 4 AVENUE<br>Zip: 11215<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,15,K124,515 4 AVENUE,11215,Brooklyn,Feeding Site,"515 4 AVENUE Brooklyn, NY 11215",40.6674875,-73.9906623
P.S. 130 The Parkside,Dist: 15<br>BldgCode: K130<br>Address: 70 OCEAN PARKWAY<br>Zip: 11218<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,15,K130,70 OCEAN PARKWAY,11218,Brooklyn,Feeding Site,"70 OCEAN PARKWAY Brooklyn, NY 11218",40.648959,-73.9758479
P.S. 131 Brooklyn,Dist: 15<br>BldgCode: K131<br>Address: 4305 FT HAMILTON PARKWAY<br>Zip: 11219<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,15,K131,4305 FT HAMILTON PARKWAY,11219,Brooklyn,Feeding Site,"4305 FT HAMILTON PARKWAY Brooklyn, NY 11219",40.640783,-73.9933331
I.S. 136 Charles O. Dewey,Dist: 15<br>BldgCode: K136<br>Address: 4004 4 AVENUE<br>Zip: 11232<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,15,K136,4004 4 AVENUE,11232,Brooklyn,Feeding Site,"4004 4 AVENUE Brooklyn, NY 11232",40.6519928,-74.0072938
P.S. 169 Sunset Park,Dist: 15<br>BldgCode: K169<br>Address: 4305 7 AVENUE<br>Zip: 11232<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,15,K169,4305 7 AVENUE,11232,Brooklyn,Feeding Site,"4305 7 AVENUE Brooklyn, NY 11232",40.6459698,-74.0018264
P.S. 172 Beacon School of Excellence,Dist: 15<br>BldgCode: K172<br>Address: 825 4 AVENUE<br>Zip: 11232<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,15,K172,825 4 AVENUE,11232,Brooklyn,Feeding Site,"825 4 AVENUE Brooklyn, NY 11232",40.6575977,-74.0000943
RED HOOK NEIGHBORHOOD SCHOOL,Dist: 15<br>BldgCode: K027<br>Address: 27 HUNTINGTON STREET<br>Zip: 11231<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,15,K027,27 HUNTINGTON STREET,11231,Brooklyn,Feeding Site,"27 HUNTINGTON STREET Brooklyn, NY 11231",40.6779117,-74.0049023
P.S. 230 Doris L. Cohen,Dist: 15<br>BldgCode: K230<br>Address: 1 ALBEMARLE ROAD<br>Zip: 11218<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,15,K230,1 ALBEMARLE ROAD,11218,Brooklyn,Feeding Site,"1 ALBEMARLE ROAD Brooklyn, NY 11218",40.6451769,-73.9807802
School for International Studies,Dist: 15<br>BldgCode: K293<br>Address: 284 BALTIC STREET<br>Zip: 11201<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,15,K293,284 BALTIC STREET,11201,Brooklyn,Feeding Site,"284 BALTIC STREET Brooklyn, NY 11201",40.6849801,-73.9937004
P.S. 295,Dist: 15<br>BldgCode: K845<br>Address: 330 18 STREET<br>Zip: 11215<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,15,K845,330 18 STREET,11215,Brooklyn,Feeding Site,"330 18 STREET Brooklyn, NY 11215",40.660959,-73.9889256
Brooklyn College Academy - Bridge to Brooklyn,Dist: 15<br>BldgCode: K917<br>Address: 350 CONEY ISLAND AVENUE<br>Zip: 11218<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,15,K917,350 CONEY ISLAND AVENUE,11218,Brooklyn,Feeding Site,"350 CONEY ISLAND AVENUE Brooklyn, NY 11218",40.6492022,-73.9718961
Cobble Hill School of American Studies,Dist: 15<br>BldgCode: K804<br>Address: 347 BALTIC STREET<br>Zip: 11201<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,15,K804,347 BALTIC STREET,11201,Brooklyn,Feeding Site,"347 BALTIC STREET Brooklyn, NY 11201",40.6848933,-73.9908587
The School of Creativity and Innovation,Dist: 15<br>BldgCode: K682<br>Address: 736 48TH STREET<br>Zip: 11220<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,15,K682,736 48TH STREET,11220,Brooklyn,Feeding Site,"736 48TH STREET Brooklyn, NY 11220",40.6429373,-74.0041677
P.S. 005 Dr. Ronald Mcnair,Dist: 16<br>BldgCode: K005<br>Address: 820 HANCOCK STREET<br>Zip: 11233<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,16,K005,820 HANCOCK STREET,11233,Brooklyn,Feeding Site,"820 HANCOCK STREET Brooklyn, NY 11233",40.6854939,-73.9223832
P.S. 021 Crispus Attucks,Dist: 16<br>BldgCode: K021<br>Address: 180 CHAUNCEY STREET<br>Zip: 11233<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,16,K021,180 CHAUNCEY STREET,11233,Brooklyn,Feeding Site,"180 CHAUNCEY STREET Brooklyn, NY 11233",40.6805192,-73.9261541
J.H.S. 057 Whitelaw Reid,Dist: 16<br>BldgCode: K057<br>Address: 125 STUYVESANT AVENUE<br>Zip: 11221<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,16,K057,125 STUYVESANT AVENUE,11221,Brooklyn,Feeding Site,"125 STUYVESANT AVENUE Brooklyn, NY 11221",40.6916202,-73.9332768
P.S. 081 Thaddeus Stevens,Dist: 16<br>BldgCode: K081<br>Address: 990 DEKALB AVENUE<br>Zip: 11221<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,16,K081,990 DEKALB AVENUE,11221,Brooklyn,Feeding Site,"990 DEKALB AVENUE Brooklyn, NY 11221",40.6930667,-73.9347451
P.S. 308 Clara Cardwell,Dist: 16<br>BldgCode: K308<br>Address: 616 QUINCY STREET<br>Zip: 11221<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,16,K308,616 QUINCY STREET,11221,Brooklyn,Feeding Site,"616 QUINCY STREET Brooklyn, NY 11221",40.688365,-73.9353462
P.S. 309 The George E. Wibecan Prepa,Dist: 16<br>BldgCode: K309<br>Address: 794 MONROE STREET<br>Zip: 11221<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,16,K309,794 MONROE STREET,11221,Brooklyn,Feeding Site,"794 MONROE STREET Brooklyn, NY 11221",40.6881066,-73.9243629
P.S. 335 Granville T. Woods,Dist: 16<br>BldgCode: K335<br>Address: 130 ROCHESTER AVENUE<br>Zip: 11213<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,16,K335,130 ROCHESTER AVENUE,11213,Brooklyn,Feeding Site,"130 ROCHESTER AVENUE Brooklyn, NY 11213",40.6744514,-73.9283126
Brighter Choice Community School,Dist: 16<br>BldgCode: K304<br>Address: 280 HART STREET<br>Zip: 11206<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,16,K304,280 HART STREET,11206,Brooklyn,Feeding Site,"280 HART STREET Brooklyn, NY 11206",40.693761,-73.9407122
P.S. 091 The Albany Avenue School,Dist: 17<br>BldgCode: K091<br>Address: 532 ALBANY AVENUE<br>Zip: 11203<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,17,K091,532 ALBANY AVENUE,11203,Brooklyn,Feeding Site,"532 ALBANY AVENUE Brooklyn, NY 11203",40.661782,-73.9402559
P.S. 092 Adrian Hegeman,Dist: 17<br>BldgCode: K092<br>Address: 601 PARKSIDE AVENUE<br>Zip: 11226<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,17,K092,601 PARKSIDE AVENUE,11226,Brooklyn,Feeding Site,"601 PARKSIDE AVENUE Brooklyn, NY 11226",40.6562478,-73.9535703
P.S. 138 Brooklyn,Dist: 17<br>BldgCode: K138<br>Address: 760 PROSPECT PLACE<br>Zip: 11216<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,17,K138,760 PROSPECT PLACE,11216,Brooklyn,Feeding Site,"760 PROSPECT PLACE Brooklyn, NY 11216",40.6737453,-73.9513202
P.S. 161 The Crown,Dist: 17<br>BldgCode: K161<br>Address: 330 CROWN STREET<br>Zip: 11225<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,17,K161,330 CROWN STREET,11225,Brooklyn,Feeding Site,"330 CROWN STREET Brooklyn, NY 11225",40.6659347,-73.949485
P.S. 189 Lincoln Terrace,Dist: 17<br>BldgCode: K189<br>Address: 1100 EAST NEW YORK AVENUE<br>Zip: 11212<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,17,K189,1100 EAST NEW YORK AVENUE,11212,Brooklyn,Feeding Site,"1100 EAST NEW YORK AVENUE Brooklyn, NY 11212",40.6654264,-73.925671
P.S. 191 Paul Robeson,Dist: 17<br>BldgCode: K191<br>Address: 1600 PARK PLACE<br>Zip: 11233<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,17,K191,1600 PARK PLACE,11233,Brooklyn,Feeding Site,"1600 PARK PLACE Brooklyn, NY 11233",40.6718411,-73.9241269
P.S. 249 The Caton,Dist: 17<br>BldgCode: K249<br>Address: 18 MARLBOROUGH ROAD<br>Zip: 11226<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,17,K249,18 MARLBOROUGH ROAD,11226,Brooklyn,Feeding Site,"18 MARLBOROUGH ROAD Brooklyn, NY 11226",40.6497568,-73.9663816
I.S. 340,Dist: 17<br>BldgCode: K874<br>Address: 227 STERLING PLACE<br>Zip: 11238<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,17,K874,227 STERLING PLACE,11238,Brooklyn,Feeding Site,"227 STERLING PLACE Brooklyn, NY 11238",40.6762559,-73.9697873
P.S. 375 Jackie Robinson School,Dist: 17<br>BldgCode: K320<br>Address: 46 MCKEEVER PLACE<br>Zip: 11225<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,17,K320,46 MCKEEVER PLACE,11225,Brooklyn,Feeding Site,"46 MCKEEVER PLACE Brooklyn, NY 11225",40.6648721,-73.9595858
P.S. 398 Walter Weaver,Dist: 17<br>BldgCode: K398<br>Address: 60 EAST  94 STREET<br>Zip: 11212<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,17,K398,60 EAST  94 STREET,11212,Brooklyn,Feeding Site,"60 EAST  94 STREET Brooklyn, NY 11212",40.663907,-73.9278074
P.S. 399 Stanley Eugene Clark,Dist: 17<br>BldgCode: K399<br>Address: 2707 ALBEMARLE ROAD<br>Zip: 11226<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,17,K399,2707 ALBEMARLE ROAD,11226,Brooklyn,Feeding Site,"2707 ALBEMARLE ROAD Brooklyn, NY 11226",40.6482682,-73.9518254
Middle College High School,Dist: 17<br>BldgCode: K590<br>Address: 1186 CARROLL STREET<br>Zip: 11225<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,17,K590,1186 CARROLL STREET,11225,Brooklyn,Feeding Site,"1186 CARROLL STREET Brooklyn, NY 11225",40.667,-73.9510136
ACORN Community High School,Dist: 17<br>BldgCode: K909<br>Address: 561 GRAND AVENUE<br>Zip: 11238<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,17,K909,561 GRAND AVENUE,11238,Brooklyn,Feeding Site,"561 GRAND AVENUE Brooklyn, NY 11238",40.6785204,-73.9617427
Aspirations Diploma Plus High School,Dist: 17<br>BldgCode: K824<br>Address: 402 EASTERN PARKWAY<br>Zip: 11225<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,17,K824,402 EASTERN PARKWAY,11225,Brooklyn,Feeding Site,"402 EASTERN PARKWAY Brooklyn, NY 11225",40.6694696,-73.9552235
I.S. 068 Isaac Bildersee,Dist: 18<br>BldgCode: K068<br>Address: 956 EAST  82 STREET<br>Zip: 11236<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,18,K068,956 EAST  82 STREET,11236,Brooklyn,Feeding Site,"956 EAST  82 STREET Brooklyn, NY 11236",40.6348776,-73.9107221
P.S. 115 Daniel Mucatel School,Dist: 18<br>BldgCode: K115<br>Address: 1500 EAST  92 STREET<br>Zip: 11236<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,18,K115,1500 EAST  92 STREET,11236,Brooklyn,Feeding Site,"1500 EAST  92 STREET Brooklyn, NY 11236",40.6349577,-73.897999
P.S. 135 Sheldon A. Brookner,Dist: 18<br>BldgCode: K135<br>Address: 684 LINDEN BOULEVARD<br>Zip: 11203<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,18,K135,684 LINDEN BOULEVARD,11203,Brooklyn,Feeding Site,"684 LINDEN BOULEVARD Brooklyn, NY 11203",40.6531986,-73.9329511
P.S. 208 Elsa Ebeling,Dist: 18<br>BldgCode: K208<br>Address: 4801 AVENUE D<br>Zip: 11203<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,18,K208,4801 AVENUE D,11203,Brooklyn,Feeding Site,"4801 AVENUE D Brooklyn, NY 11203",40.6424792,-73.9307007
I.S. 211 John Wilson,Dist: 18<br>BldgCode: K211<br>Address: 1001 EAST 100 STREET<br>Zip: 11236<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,18,K211,1001 EAST 100 STREET,11236,Brooklyn,Feeding Site,"1001 EAST 100 STREET Brooklyn, NY 11236",40.6432708,-73.8958401
P.S. 219 Kennedy-King,Dist: 18<br>BldgCode: K219<br>Address: 1060 CLARKSON AVENUE<br>Zip: 11212<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,18,K219,1060 CLARKSON AVENUE,11212,Brooklyn,Feeding Site,"1060 CLARKSON AVENUE Brooklyn, NY 11212",40.6591609,-73.922434
P.S. 244 Richard R. Green,Dist: 18<br>BldgCode: K244<br>Address: 5404 TILDEN AVENUE<br>Zip: 11203<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,18,K244,5404 TILDEN AVENUE,11203,Brooklyn,Feeding Site,"5404 TILDEN AVENUE Brooklyn, NY 11203",40.6479192,-73.9254652
P.S. 272 Curtis Estabrook,Dist: 18<br>BldgCode: K272<br>Address: 101-24 SEAVIEW AVENUE<br>Zip: 11236<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,18,K272,101-24 SEAVIEW AVENUE,11236,Brooklyn,Feeding Site,"101-24 SEAVIEW AVENUE Brooklyn, NY 11236",40.6356012,-73.8864552
East Flatbush Community Research School,Dist: 18<br>BldgCode: K232<br>Address: 905 WINTHROP STREET<br>Zip: 11203<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,18,K232,905 WINTHROP STREET,11203,Brooklyn,Feeding Site,"905 WINTHROP STREET Brooklyn, NY 11203",40.6586846,-73.9286824
I.S. 285 Meyer Levin,Dist: 18<br>BldgCode: K285<br>Address: 5909 BEVERLY ROAD<br>Zip: 11203<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,18,K285,5909 BEVERLY ROAD,11203,Brooklyn,Feeding Site,"5909 BEVERLY ROAD Brooklyn, NY 11203",40.6473935,-73.9206887
Middle School for Art and Philosophy,Dist: 18<br>BldgCode: K252<br>Address: 1084 LENOX ROAD<br>Zip: 11212<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,18,K252,1084 LENOX ROAD,11212,Brooklyn,Feeding Site,"1084 LENOX ROAD Brooklyn, NY 11212",40.6579834,-73.9201376
PS 235 Janice Marie Knight School An,Dist: 18<br>BldgCode: K242<br>Address: 10001 FLATLANDS AVENUE<br>Zip: 11236<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,18,K242,10001 FLATLANDS AVENUE,11236,Brooklyn,Feeding Site,"10001 FLATLANDS AVENUE Brooklyn, NY 11236",40.6455815,-73.898157
P.S. 135 Sheldon A. Brookner,Dist: 18<br>BldgCode: K855<br>Address: 5811 DITMAS AVENUE<br>Zip: 11203<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,18,K855,5811 DITMAS AVENUE,11203,Brooklyn,Feeding Site,"5811 DITMAS AVENUE Brooklyn, NY 11203",40.6441546,-73.9215613
P.S. 013 Roberto Clemente,Dist: 19<br>BldgCode: K013<br>Address: 557 PENNSYLVANIA AVENUE<br>Zip: 11207<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,19,K013,557 PENNSYLVANIA AVENUE,11207,Brooklyn,Feeding Site,"557 PENNSYLVANIA AVENUE Brooklyn, NY 11207",40.6637837,-73.8932587
P.S. 108 Sal Abbracciamento,Dist: 19<br>BldgCode: K108<br>Address: 200 LINWOOD STREET<br>Zip: 11208<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,19,K108,200 LINWOOD STREET,11208,Brooklyn,Feeding Site,"200 LINWOOD STREET Brooklyn, NY 11208",40.6812345,-73.8843103
P.S. 158 Warwick,Dist: 19<br>BldgCode: K158<br>Address: 400 ASHFORD STREET<br>Zip: 11207<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,19,K158,400 ASHFORD STREET,11207,Brooklyn,Feeding Site,"400 ASHFORD STREET Brooklyn, NY 11207",40.6725442,-73.8851372
P.S. 159 Isaac Pitkin,Dist: 19<br>BldgCode: K159<br>Address: 2781 PITKIN AVENUE<br>Zip: 11208<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,19,K159,2781 PITKIN AVENUE,11208,Brooklyn,Feeding Site,"2781 PITKIN AVENUE Brooklyn, NY 11208",40.6759848,-73.8696438
I.S. 171 Abraham Lincoln,Dist: 19<br>BldgCode: K171<br>Address: 528 RIDGEWOOD AVENUE<br>Zip: 11208<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,19,K171,528 RIDGEWOOD AVENUE,11208,Brooklyn,Feeding Site,"528 RIDGEWOOD AVENUE Brooklyn, NY 11208",40.6858609,-73.8693804
P.S. 202 Ernest S. Jenkyns,Dist: 19<br>BldgCode: K202<br>Address: 982 HEGEMAN AVENUE<br>Zip: 11208<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,19,K202,982 HEGEMAN AVENUE,11208,Brooklyn,Feeding Site,"982 HEGEMAN AVENUE Brooklyn, NY 11208",40.6661578,-73.8761335
P.S. 213 New Lots,Dist: 19<br>BldgCode: K213<br>Address: 580 HEGEMAN AVENUE<br>Zip: 11207<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,19,K213,580 HEGEMAN AVENUE,11207,Brooklyn,Feeding Site,"580 HEGEMAN AVENUE Brooklyn, NY 11207",40.6599865,-73.890282
J.H.S. 218 James P. Sinnott,Dist: 19<br>BldgCode: K218<br>Address: 370 FOUNTAIN AVENUE<br>Zip: 11208<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,19,K218,370 FOUNTAIN AVENUE,11208,Brooklyn,Feeding Site,"370 FOUNTAIN AVENUE Brooklyn, NY 11208",40.6698815,-73.8743419
