Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,Dist,BldgCode,Address,Zip,City,Type,Address,Lat,Lon
P.S. 298 Dr. Betty Shabazz,Dist: 23<br>BldgCode: K298<br>Address: 85 WATKINS STREET<br>Zip: 11212<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,23,K298,85 WATKINS STREET,11212,Brooklyn,Feeding Site,"85 WATKINS STREET Brooklyn, NY 11212",40.671229,-73.9075988
P.S. 012 James B. Colgate,Dist: 24<br>BldgCode: Q012<br>Address: 42-00 72 STREET<br>Zip: 11377<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,24,Q012,42-00 72 STREET,11377,Queens,Feeding Site,"42-00 72 STREET Queens, NY 11377",40.7423418,-73.8929413
P.S. 013 Clement C. Moore,Dist: 24<br>BldgCode: Q013<br>Address: 55-01 94 STREET<br>Zip: 11373<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,24,Q013,55-01 94 STREET,11373,Queens,Feeding Site,"55-01 94 STREET Queens, NY 11373",40.7373286,-73.8679
P.S. 014 Fairview,Dist: 24<br>BldgCode: Q014<br>Address: 107-01 OTIS AVENUE<br>Zip: 11368<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,24,Q014,107-01 OTIS AVENUE,11368,Queens,Feeding Site,"107-01 OTIS AVENUE Queens, NY 11368",40.7409175,-73.8543016
P.S. 28 - The Thomas Emanuel Early Childhood Center,Dist: 24<br>BldgCode: Q028<br>Address: 109-10 47 AVENUE<br>Zip: 11368<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,24,Q028,109-10 47 AVENUE,11368,Queens,Feeding Site,"109-10 47 AVENUE Queens, NY 11368",40.7471119,-73.8541737
P.S. 049 Dorothy Bonawit Kole,Dist: 24<br>BldgCode: Q049<br>Address: 63-60 80th Street<br>Zip: 11379<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,24,Q049,63-60 80th Street,11379,Queens,Feeding Site,"63-60 80th Street Queens, NY 11379",40.7195174,-73.8750343
P.S. 58 - School of Heroes,Dist: 24<br>BldgCode: Q058<br>Address: 72-24 GRAND AVENUE<br>Zip: 11378<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,24,Q058,72-24 GRAND AVENUE,11378,Queens,Feeding Site,"72-24 GRAND AVENUE Queens, NY 11378",40.72851,-73.890603
I.S. 061 Leonardo Da Vinci,Dist: 24<br>BldgCode: Q061<br>Address: 98-50 50 AVENUE<br>Zip: 11368<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,24,Q061,98-50 50 AVENUE,11368,Queens,Feeding Site,"98-50 50 AVENUE Queens, NY 11368",40.7419036,-73.862771
I.S. 093 Ridgewood,Dist: 24<br>BldgCode: Q093<br>Address: 66-56 FOREST AVENUE<br>Zip: 11385<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,24,Q093,66-56 FOREST AVENUE,11385,Queens,Feeding Site,"66-56 FOREST AVENUE Queens, NY 11385",40.705751,-73.9029908
I.S. 125 Thom J. McCann Woodside,Dist: 24<br>BldgCode: Q125<br>Address: 46-02 47 AVENUE<br>Zip: 11377<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,24,Q125,46-02 47 AVENUE,11377,Queens,Feeding Site,"46-02 47 AVENUE Queens, NY 11377",40.7408445,-73.9186741
P.S. 330,Dist: 24<br>BldgCode: Q287<br>Address: 110-08 NORTHERN BOULEVARD<br>Zip: 11368<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,24,Q287,110-08 NORTHERN BOULEVARD,11368,Queens,Feeding Site,"110-08 NORTHERN BOULEVARD Queens, NY 11368",40.7576723,-73.8589517
PS 007 Louis F. Simeone Annex,Dist: 24<br>BldgCode: Q877<br>Address: 76-05 51 AVENUE<br>Zip: 11373<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,24,Q877,76-05 51 AVENUE,11373,Queens,Feeding Site,"76-05 51 AVENUE Queens, NY 11373",40.737207,-73.887005
P.S. 021 Edward Hart,Dist: 25<br>BldgCode: Q021<br>Address: 147-36 26 AVENUE<br>Zip: 11354<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,25,Q021,147-36 26 AVENUE,11354,Queens,Feeding Site,"147-36 26 AVENUE Queens, NY 11354",40.7741682,-73.8185428
P.S. 107 Thomas A Dooley,Dist: 25<br>BldgCode: Q107<br>Address: 167-02 45 AVENUE<br>Zip: 11358<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,25,Q107,167-02 45 AVENUE,11358,Queens,Feeding Site,"167-02 45 AVENUE Queens, NY 11358",40.7555258,-73.7992442
P.S. 120 Queens,Dist: 25<br>BldgCode: Q120<br>Address: 58-01 136 STREET<br>Zip: 11355<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,25,Q120,58-01 136 STREET,11355,Queens,Feeding Site,"58-01 136 STREET Queens, NY 11355",40.7454054,-73.82871
P.S. 165 Edith K. Bergtraum,Dist: 25<br>BldgCode: Q165<br>Address: 70-35 150 STREET<br>Zip: 11367<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,25,Q165,70-35 150 STREET,11367,Queens,Feeding Site,"70-35 150 STREET Queens, NY 11367",40.7296723,-73.8176653
P.S. 169 Bay Terrace,Dist: 25<br>BldgCode: Q169<br>Address: 18-25 212 STREET<br>Zip: 11360<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,25,Q169,18-25 212 STREET,11360,Queens,Feeding Site,"18-25 212 STREET Queens, NY 11360",40.7823459,-73.77844
J.H.S. 189 Daniel Carter Beard,Dist: 25<br>BldgCode: Q189<br>Address: 144-80 BARCLAY AVENUE<br>Zip: 11355<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,25,Q189,144-80 BARCLAY AVENUE,11355,Queens,Feeding Site,"144-80 BARCLAY AVENUE Queens, NY 11355",40.7603435,-73.8179087
I.S. 237,Dist: 25<br>BldgCode: Q237<br>Address: 46-21 COLDEN STREET<br>Zip: 11355<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,25,Q237,46-21 COLDEN STREET,11355,Queens,Feeding Site,"46-21 COLDEN STREET Queens, NY 11355",40.749226,-73.8212311
P.S. 242 Leonard P. Stavisky Early Childhood School,Dist: 25<br>BldgCode: Q242<br>Address: 29-66 137 STREET<br>Zip: 11354<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,25,Q242,29-66 137 STREET,11354,Queens,Feeding Site,"29-66 137 STREET Queens, NY 11354",40.7697954,-73.8320183
The Active Learning Elementary Schoo,Dist: 25<br>BldgCode: Q244<br>Address: 137-20 FRANKLIN AVENUE<br>Zip: 11355<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,25,Q244,137-20 FRANKLIN AVENUE,11355,Queens,Feeding Site,"137-20 FRANKLIN AVENUE Queens, NY 11355",40.7545655,-73.8261965
College Point Collaborative,Dist: 25<br>BldgCode: Q336<br>Address: 12406 14TH AVENUE<br>Zip: 11356<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,25,Q336,12406 14TH AVENUE,11356,Queens,Feeding Site,"12406 14TH AVENUE Queens, NY 11356",40.7851012,-73.8435201
P.S. 046 Alley Pond,Dist: 26<br>BldgCode: Q046<br>Address: 64-45 218 STREET<br>Zip: 11364<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,26,Q046,64-45 218 STREET,11364,Queens,Feeding Site,"64-45 218 STREET Queens, NY 11364",40.7453332,-73.7578672
M.S. 158 Marie Curie,Dist: 26<br>BldgCode: Q158<br>Address: 46-35 OCEANIA STREET<br>Zip: 11361<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,26,Q158,46-35 OCEANIA STREET,11361,Queens,Feeding Site,"46-35 OCEANIA STREET Queens, NY 11361",40.7562328,-73.7723312
Irwin Altman Middle School 172,Dist: 26<br>BldgCode: Q172<br>Address: 81-14 257 STREET<br>Zip: 11004<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,26,Q172,81-14 257 STREET,11004,Queens,Feeding Site,"81-14 257 STREET Queens, NY 11004",40.7417047,-73.7133066
P.S. 173 Fresh Meadows,Dist: 26<br>BldgCode: Q173<br>Address: 174-10 67 AVENUE<br>Zip: 11365<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,26,Q173,174-10 67 AVENUE,11365,Queens,Feeding Site,"174-10 67 AVENUE Queens, NY 11365",40.7341231,-73.7953571
Bayside High School,Dist: 26<br>BldgCode: Q405<br>Address: 32-24 CORPORAL KENNEDY STREET<br>Zip: 11361<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,26,Q405,32-24 CORPORAL KENNEDY STREET,11361,Queens,Feeding Site,"32-24 CORPORAL KENNEDY STREET Queens, NY 11361",40.771482,-73.7808071
Benjamin N. Cardozo High School,Dist: 26<br>BldgCode: Q415<br>Address: 57-00 223RD STREET<br>Zip: 11364<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,26,Q415,57-00 223RD STREET,11364,Queens,Feeding Site,"57-00 223RD STREET Queens, NY 11364",40.7524027,-73.7571324
Martin Van Buren High School,Dist: 26<br>BldgCode: Q435<br>Address: 230-17 HILLSIDE AVENUE<br>Zip: 11427<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,26,Q435,230-17 HILLSIDE AVENUE,11427,Queens,Feeding Site,"230-17 HILLSIDE AVENUE Queens, NY 11427",40.7336309,-73.7391435
P.S. 060 Woodhaven,Dist: 27<br>BldgCode: Q060<br>Address: 91-02 88 AVENUE<br>Zip: 11421<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,27,Q060,91-02 88 AVENUE,11421,Queens,Feeding Site,"91-02 88 AVENUE Queens, NY 11421",40.691436,-73.85279
P.S. 062 Chester Park,Dist: 27<br>BldgCode: Q062<br>Address: 97-25 108 STREET<br>Zip: 11419<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,27,Q062,97-25 108 STREET,11419,Queens,Feeding Site,"97-25 108 STREET Queens, NY 11419",40.6888061,-73.8359335
P.S. 097 Forest Park,Dist: 27<br>BldgCode: Q097<br>Address: 85-52 85 STREET<br>Zip: 11421<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,27,Q097,85-52 85 STREET,11421,Queens,Feeding Site,"85-52 85 STREET Queens, NY 11421",40.694215,-73.860039
P.S. 100 Glen Morris,Dist: 27<br>BldgCode: Q100<br>Address: 111-11 118 STREET<br>Zip: 11420<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,27,Q100,111-11 118 STREET,11420,Queens,Feeding Site,"111-11 118 STREET Queens, NY 11420",40.6797868,-73.8217216
P.S. 104 The Bays Water,Dist: 27<br>BldgCode: Q104<br>Address: 26-01 MOTT AVENUE<br>Zip: 11691<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,27,Q104,26-01 MOTT AVENUE,11691,Queens,Feeding Site,"26-01 MOTT AVENUE Queens, NY 11691",40.6081998,-73.7648988
Goldie Maple Academy,Dist: 27<br>BldgCode: Q198<br>Address: 3-65 BEACH 56 STREET<br>Zip: 11692<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,27,Q198,3-65 BEACH 56 STREET,11692,Queens,Feeding Site,"3-65 BEACH 56 STREET Queens, NY 11692",40.593987,-73.786652
M.S. 137 America's School of Heroes,Dist: 27<br>BldgCode: Q137<br>Address: 109-15 98 STREET<br>Zip: 11417<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,27,Q137,109-15 98 STREET,11417,Queens,Feeding Site,"109-15 98 STREET Queens, NY 11417",40.6780703,-73.8396521
P.S. 183 Dr. Richard R. Green,Dist: 27<br>BldgCode: Q183<br>Address: 2-45 BEACH  79 STREET<br>Zip: 11693<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,27,Q183,2-45 BEACH  79 STREET,11693,Queens,Feeding Site,"2-45 BEACH  79 STREET Queens, NY 11693",40.5889176,-73.8058736
J.H.S. 202 Robert H. Goddard,Dist: 27<br>BldgCode: Q202<br>Address: 138-30 LAFAYETTE STREET<br>Zip: 11417<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,27,Q202,138-30 LAFAYETTE STREET,11417,Queens,Feeding Site,"138-30 LAFAYETTE STREET Queens, NY 11417",40.671035,-73.8456739
J.H.S. 210 Elizabeth Blackwell,Dist: 27<br>BldgCode: Q210<br>Address: 93-11 101 AVENUE<br>Zip: 11416<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,27,Q210,93-11 101 AVENUE,11416,Queens,Feeding Site,"93-11 101 AVENUE Queens, NY 11416",40.684802,-73.8475694
P.S. 223 Lyndon B. Johnson,Dist: 27<br>BldgCode: Q223<br>Address: 125-20 SUTPHIN BOULEVARD<br>Zip: 11434<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,27,Q223,125-20 SUTPHIN BOULEVARD,11434,Queens,Feeding Site,"125-20 SUTPHIN BOULEVARD Queens, NY 11434",40.674555,-73.7902123
P.S. 232 Lindenwood,Dist: 27<br>BldgCode: Q232<br>Address: 153-23 83 STREET<br>Zip: 11414<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,27,Q232,153-23 83 STREET,11414,Queens,Feeding Site,"153-23 83 STREET Queens, NY 11414",40.6657686,-73.8508003
P.S. 254 - The Rosa Parks School,Dist: 27<br>BldgCode: Q254<br>Address: 84-40 101 STREET<br>Zip: 11418<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,27,Q254,84-40 101 STREET,11418,Queens,Feeding Site,"84-40 101 STREET Queens, NY 11418",40.697177,-73.847866
Richmond Hill High School,Dist: 27<br>BldgCode: Q475<br>Address: 89-30 114 STREET<br>Zip: 11418<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,27,Q475,89-30 114 STREET,11418,Queens,Feeding Site,"89-30 114 STREET Queens, NY 11418",40.6949961,-73.8339115
J.H.S. 008 Richard S. Grossley,Dist: 28<br>BldgCode: Q008<br>Address: 108-35 167 STREET<br>Zip: 11433<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,28,Q008,108-35 167 STREET,11433,Queens,Feeding Site,"108-35 167 STREET Queens, NY 11433",40.697147,-73.7864872
P.S. 048 William Wordsworth,Dist: 28<br>BldgCode: Q276<br>Address: 108-29 155 STREET<br>Zip: 11433<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,28,Q276,108-29 155 STREET,11433,Queens,Feeding Site,"108-29 155 STREET Queens, NY 11433",40.693624,-73.7960924
P.S. 117 J. Keld / Briarwood School,Dist: 28<br>BldgCode: Q117<br>Address: 85-15 143 STREET<br>Zip: 11435<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,28,Q117,85-15 143 STREET,11435,Queens,Feeding Site,"85-15 143 STREET Queens, NY 11435",40.7102309,-73.8130569
P.S. 175 The Lynn Gross Discovery Sc,Dist: 28<br>BldgCode: Q175<br>Address: 64-35 102 STREET<br>Zip: 11374<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,28,Q175,64-35 102 STREET,11374,Queens,Feeding Site,"64-35 102 STREET Queens, NY 11374",40.7308519,-73.852491
PS 354,Dist: 28<br>BldgCode: Q030<br>Address: 126-10 BEDELL STREET<br>Zip: 11434<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,28,Q030,126-10 BEDELL STREET,11434,Queens,Feeding Site,"126-10 BEDELL STREET Queens, NY 11434",40.6797883,-73.7744566
Hillcrest High School,Dist: 28<br>BldgCode: Q505<br>Address: 160-05 HIGHLAND AVENUE<br>Zip: 11432<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,28,Q505,160-05 HIGHLAND AVENUE,11432,Queens,Feeding Site,"160-05 HIGHLAND AVENUE Queens, NY 11432",40.7095227,-73.8024716
Thomas A. Edison Career and Technical Education High School,Dist: 28<br>BldgCode: Q620<br>Address: 165-65 84 AVENUE<br>Zip: 11432<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,28,Q620,165-65 84 AVENUE,11432,Queens,Feeding Site,"165-65 84 AVENUE Queens, NY 11432",40.7162107,-73.7988039
I.S. 059 Springfield Gardens,Dist: 29<br>BldgCode: Q059<br>Address: 132-55 RIDGEDALE STREET<br>Zip: 11413<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,29,Q059,132-55 RIDGEDALE STREET,11413,Queens,Feeding Site,"132-55 RIDGEDALE STREET Queens, NY 11413",40.6813928,-73.7532099
P.S. 134 Hollis,Dist: 29<br>BldgCode: Q134<br>Address: 203-02 109 AVENUE<br>Zip: 11412<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,29,Q134,203-02 109 AVENUE,11412,Queens,Feeding Site,"203-02 109 AVENUE Queens, NY 11412",40.7078275,-73.7548656
The Bellaire School,Dist: 29<br>BldgCode: Q135<br>Address: 207-11 89 AVENUE<br>Zip: 11427<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,29,Q135,207-11 89 AVENUE,11427,Queens,Feeding Site,"207-11 89 AVENUE Queens, NY 11427",40.720849,-73.757595
P.S./ M.S.138 Sunrise,Dist: 29<br>BldgCode: Q138<br>Address: 251-11 WELLER AVENUE<br>Zip: 11422<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,29,Q138,251-11 WELLER AVENUE,11422,Queens,Feeding Site,"251-11 WELLER AVENUE Queens, NY 11422",40.6599832,-73.7344343
P.S. 176 Cambria Heights,Dist: 29<br>BldgCode: Q176<br>Address: 120-45 235 STREET<br>Zip: 11411<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,29,Q176,120-45 235 STREET,11411,Queens,Feeding Site,"120-45 235 STREET Queens, NY 11411",40.6848405,-73.7297194
I.S. 238 - Susan B. Anthony Academy,Dist: 29<br>BldgCode: Q238<br>Address: 88-15 182 STREET<br>Zip: 11423<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,29,Q238,88-15 182 STREET,11423,Queens,Feeding Site,"88-15 182 STREET Queens, NY 11423",40.712772,-73.7801733
Community Voices Middle School,Dist: 29<br>BldgCode: Q231<br>Address: 145-00 SPRINGFIELD BOULEVARD<br>Zip: 11413<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,29,Q231,145-00 SPRINGFIELD BOULEVARD,11413,Queens,Feeding Site,"145-00 SPRINGFIELD BOULEVARD Queens, NY 11413",40.6649723,-73.7591145
P.S. 002 Alfred Zimberg,Dist: 30<br>BldgCode: Q002<br>Address: 75-10 21 AVENUE<br>Zip: 11370<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,30,Q002,75-10 21 AVENUE,11370,Queens,Feeding Site,"75-10 21 AVENUE Queens, NY 11370",40.7700942,-73.8942583
P.S. 069 Jackson Heights,Dist: 30<br>BldgCode: Q069<br>Address: 77-02 37 AVENUE<br>Zip: 11372<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,30,Q069,77-02 37 AVENUE,11372,Queens,Feeding Site,"77-02 37 AVENUE Queens, NY 11372",40.7486886,-73.8886743
P.S. 085 Judge Charles Vallone,Dist: 30<br>BldgCode: Q085<br>Address: 23-70 31 STREET<br>Zip: 11105<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,30,Q085,23-70 31 STREET,11105,Queens,Feeding Site,"23-70 31 STREET Queens, NY 11105",40.7730089,-73.9148429
P.S. 111 Jacob Blackwell,Dist: 30<br>BldgCode: Q111<br>Address: 37-15 13 STREET<br>Zip: 11101<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,30,Q111,37-15 13 STREET,11101,Queens,Feeding Site,"37-15 13 STREET Queens, NY 11101",40.7586787,-73.9392002
P.S. 122 Mamie Fay,Dist: 30<br>BldgCode: Q122<br>Address: 21-21 DITMARS BOULEVARD<br>Zip: 11105<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,30,Q122,21-21 DITMARS BOULEVARD,11105,Queens,Feeding Site,"21-21 DITMARS BOULEVARD Queens, NY 11105",40.7802869,-73.9160468
I.S. 141 The Steinway,Dist: 30<br>BldgCode: Q141<br>Address: 37-11 21 AVENUE<br>Zip: 11105<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,30,Q141,37-11 21 AVENUE,11105,Queens,Feeding Site,"37-11 21 AVENUE Queens, NY 11105",40.7756029,-73.9045733
P.S. 148 Queens,Dist: 30<br>BldgCode: Q148<br>Address: 89-02 32 AVENUE<br>Zip: 11369<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,30,Q148,89-02 32 AVENUE,11369,Queens,Feeding Site,"89-02 32 AVENUE Queens, NY 11369",40.7576279,-73.878619
P.S. 149 Christa Mcauliffe,Dist: 30<br>BldgCode: Q149<br>Address: 93-11 34 AVENUE<br>Zip: 11372<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,30,Q149,93-11 34 AVENUE,11372,Queens,Feeding Site,"93-11 34 AVENUE Queens, NY 11372",40.7552247,-73.874204
P.S. 150 Queens,Dist: 30<br>BldgCode: Q150<br>Address: 40-01 43 AVENUE<br>Zip: 11104<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,30,Q150,40-01 43 AVENUE,11104,Queens,Feeding Site,"40-01 43 AVENUE Queens, NY 11104",40.7457471,-73.9233202
P.S. 166 Henry Gradstein,Dist: 30<br>BldgCode: Q166<br>Address: 33-09 35 AVENUE<br>Zip: 11106<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,30,Q166,33-09 35 AVENUE,11106,Queens,Feeding Site,"33-09 35 AVENUE Queens, NY 11106",40.7573861,-73.9261081
P.S. 234,Dist: 30<br>BldgCode: Q234<br>Address: 30-15 29 STREET<br>Zip: 11102<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,30,Q234,30-15 29 STREET,11102,Queens,Feeding Site,"30-15 29 STREET Queens, NY 11102",40.7668892,-73.9232147
P.S. 398,Dist: 30<br>BldgCode: Q398<br>Address: 69-01 34TH AVENUE<br>Zip: 11377<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,30,Q398,69-01 34TH AVENUE,11377,Queens,Feeding Site,"69-01 34TH AVENUE Queens, NY 11377",40.7527804,-73.896934
William Cullen Bryant High School,Dist: 30<br>BldgCode: Q445<br>Address: 48-10 31 AVENUE<br>Zip: 11103<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,30,Q445,48-10 31 AVENUE,11103,Queens,Feeding Site,"48-10 31 AVENUE Queens, NY 11103",40.7576896,-73.9103778
Aviation Career & Technical Education High School,Dist: 30<br>BldgCode: Q610<br>Address: 45-30 36 STREET<br>Zip: 11101<br>City: Queens<br>Type: Feeding Site,,,,,,,-1,,,30,Q610,45-30 36 STREET,11101,Queens,Feeding Site,"45-30 36 STREET Queens, NY 11101",40.743581,-73.9292176
I.S. R002 George L. Egbert,Dist: 31<br>BldgCode: R002<br>Address: 333 MIDLAND AVENUE<br>Zip: 10306<br>City: Staten Island<br>Type: Feeding Site,,,,,,,-1,,,31,R002,333 MIDLAND AVENUE,10306,Staten Island,Feeding Site,"333 MIDLAND AVENUE Staten Island, NY 10306",40.5772352,-74.1004127
P.S. 004 Maurice Wollin,Dist: 31<br>BldgCode: R004<br>Address: 200 NEDRA LANE<br>Zip: 10312<br>City: Staten Island<br>Type: Feeding Site,,,,,,,-1,,,31,R004,200 NEDRA LANE,10312,Staten Island,Feeding Site,"200 NEDRA LANE Staten Island, NY 10312",40.5523733,-74.1955161
P.S. 11 Thomas Dongan School,Dist: 31<br>BldgCode: R011<br>Address: 51 JEFFERSON STREET<br>Zip: 10304<br>City: Staten Island<br>Type: Feeding Site,,,,,,,-1,,,31,R011,51 JEFFERSON STREET,10304,Staten Island,Feeding Site,"51 JEFFERSON STREET Staten Island, NY 10304",40.5903818,-74.0978726
P.S. 016 John J. Driscoll,Dist: 31<br>BldgCode: R016<br>Address: 195 DANIEL LOW TERRACE<br>Zip: 10301<br>City: Staten Island<br>Type: Feeding Site,,,,,,,-1,,,31,R016,195 DANIEL LOW TERRACE,10301,Staten Island,Feeding Site,"195 DANIEL LOW TERRACE Staten Island, NY 10301",40.6394408,-74.0797679
P.S. 018 John G. Whittier,Dist: 31<br>BldgCode: R018<br>Address: 221 BROADWAY<br>Zip: 10310<br>City: Staten Island<br>Type: Feeding Site,,,,,,,-1,,,31,R018,221 BROADWAY,10310,Staten Island,Feeding Site,"221 BROADWAY Staten Island, NY 10310",40.6367163,-74.117114
P.S. 020 Port Richmond,Dist: 31<br>BldgCode: R020<br>Address: 161 PARK AVENUE<br>Zip: 10302<br>City: Staten Island<br>Type: Feeding Site,,,,,,,-1,,,31,R020,161 PARK AVENUE,10302,Staten Island,Feeding Site,"161 PARK AVENUE Staten Island, NY 10302",40.6366649,-74.1325289
P.S. 21 Margaret Emery-Elm Park,Dist: 31<br>BldgCode: R021<br>Address: 168 HOOKER PLACE<br>Zip: 10303<br>City: Staten Island<br>Type: Feeding Site,,,,,,,-1,,,31,R021,168 HOOKER PLACE,10303,Staten Island,Feeding Site,"168 HOOKER PLACE Staten Island, NY 10303",40.6313074,-74.1446112
I.S. 024 Myra S. Barnes,Dist: 31<br>BldgCode: R024<br>Address: 750 DURANT AVENUE<br>Zip: 10308<br>City: Staten Island<br>Type: Feeding Site,,,,,,,-1,,,31,R024,750 DURANT AVENUE,10308,Staten Island,Feeding Site,"750 DURANT AVENUE Staten Island, NY 10308",40.5456218,-74.1469546
P.S. 026 The Carteret School,Dist: 31<br>BldgCode: R026<br>Address: 4108 VICTORY BOULEVARD<br>Zip: 10314<br>City: Staten Island<br>Type: Feeding Site,,,,,,,-1,,,31,R026,4108 VICTORY BOULEVARD,10314,Staten Island,Feeding Site,"4108 VICTORY BOULEVARD Staten Island, NY 10314",40.5915602,-74.1902344
I.S. 027 Anning S. Prall,Dist: 31<br>BldgCode: R027<br>Address: 11 CLOVE LAKE PLACE<br>Zip: 10310<br>City: Staten Island<br>Type: Feeding Site,,,,,,,-1,,,31,R027,11 CLOVE LAKE PLACE,10310,Staten Island,Feeding Site,"11 CLOVE LAKE PLACE Staten Island, NY 10310",40.6283442,-74.1177197
P.S. 030 Westerleigh,Dist: 31<br>BldgCode: R030<br>Address: 200 WARDWELL AVENUE<br>Zip: 10314<br>City: Staten Island<br>Type: Feeding Site,,,,,,,-1,,,31,R030,200 WARDWELL AVENUE,10314,Staten Island,Feeding Site,"200 WARDWELL AVENUE Staten Island, NY 10314",40.6178885,-74.1331441
P.S. 031 William T. Davis,Dist: 31<br>BldgCode: R031<br>Address: 55 LAYTON AVENUE<br>Zip: 10301<br>City: Staten Island<br>Type: Feeding Site,,,,,,,-1,,,31,R031,55 LAYTON AVENUE,10301,Staten Island,Feeding Site,"55 LAYTON AVENUE Staten Island, NY 10301",40.6419692,-74.0851783
P.S. 39 Francis J. Murphy Jr.,Dist: 31<br>BldgCode: R039<br>Address: 99 MACFARLAND AVENUE<br>Zip: 10305<br>City: Staten Island<br>Type: Feeding Site,,,,,,,-1,,,31,R039,99 MACFARLAND AVENUE,10305,Staten Island,Feeding Site,"99 MACFARLAND AVENUE Staten Island, NY 10305",40.5978429,-74.070158
P.S. 044 Thomas C. Brown,Dist: 31<br>BldgCode: R044<br>Address: 80 MAPLE PARKWAY<br>Zip: 10303<br>City: Staten Island<br>Type: Feeding Site,,,,,,,-1,,,31,R044,80 MAPLE PARKWAY,10303,Staten Island,Feeding Site,"80 MAPLE PARKWAY Staten Island, NY 10303",40.6317517,-74.1569801
